"t","i","j","w"
"2009-04-06","CNIL","Parti Pirate",6.71524023771951e-05
"2009-04-06","CNIL","TPB",4.38433040313918e-05
"2009-04-06","IFPI","IPRED",0.00145137880986938
"2009-04-06","IFPI","Laurent Petitgirard",0.00188679245283019
"2009-04-06","IFPI","Parti Pirate",0.000477668975400049
"2009-04-06","IFPI","TPB",0.000311866521128957
"2009-04-06","IPRED","Laurent Petitgirard",0.00384615384615385
"2009-04-06","IPRED","Parti Pirate",0.000973709834469332
"2009-04-06","IPRED","TPB",0.000635727908455182
"2009-04-06","Laurent Petitgirard","Parti Pirate",0.00126582278481013
"2009-04-06","Laurent Petitgirard","TPB",0.000826446280991736
"2009-04-06","Parti Pirate","TPB",0.000209226906580187
"2009-04-06","CMP","UMP",6.04302634759486e-05
"2009-04-06","Dailymotion","Luc Besson",0.000430292598967298
"2009-04-06","Dailymotion","Megaupload",4.76213153007286e-05
"2009-04-06","Luc Besson","Megaupload",0.000282326369282891
"2009-04-07","Christine Albanel","CSA",9.95537503142165e-06
"2009-04-07","Christine Albanel","Frédéric Lefebvre",3.87531184149975e-05
"2009-04-07","Christine Albanel","Michèle Alliot-Marie",5.29625951671631e-05
"2009-04-07","Christine Albanel","UMP",5.04085613900663e-06
"2009-04-07","CSA","Frédéric Lefebvre",4.89027446665444e-05
"2009-04-07","CSA","Michèle Alliot-Marie",6.68337510442772e-05
"2009-04-07","CSA","UMP",6.36108036588932e-06
"2009-04-07","Frédéric Lefebvre","Michèle Alliot-Marie",0.000260162601626016
"2009-04-07","Frédéric Lefebvre","UMP",2.47616689364862e-05
"2009-04-07","Michèle Alliot-Marie","UMP",3.38409475465311e-05
"2009-04-08","François Bayrou","MoDem",0.000238095238095238
"2009-04-08","François Bayrou","Nicolas Sarkozy",1.73160173160174e-05
"2009-04-08","François Bayrou","UMP",1.45032632342276e-05
"2009-04-08","MoDem","Nicolas Sarkozy",6.31313131313132e-05
"2009-04-08","MoDem","UMP",5.28764805414549e-05
"2009-04-08","Nicolas Sarkozy","UMP",3.84556222119674e-06
"2009-04-08","Franck Riester","Jacques Attali",0.000329218106995884
"2009-04-08","Franck Riester","UMP",1.12803158488437e-05
"2009-04-08","Jacques Attali","UMP",9.40026320736977e-05
"2009-04-09","Christian Vanneste","Christine Albanel",6.62032439589541e-05
"2009-04-09","Christian Vanneste","CMP",0.000793650793650795
"2009-04-09","Christian Vanneste","Franck Riester",0.000148148148148148
"2009-04-09","Christian Vanneste","UMP",4.23011844331641e-05
"2009-04-09","Christine Albanel","CMP",9.45760627985057e-05
"2009-04-09","Christine Albanel","Franck Riester",1.76541983890544e-05
"2009-04-09","Christine Albanel","UMP",5.04085613900663e-06
"2009-04-09","CMP","Franck Riester",0.000211640211640211
"2009-04-09","CMP","UMP",6.04302634759486e-05
"2009-04-09","Franck Riester","UMP",1.12803158488437e-05
"2009-04-09","Christine Albanel","Nouveau Centre",9.68827960374936e-05
"2009-04-09","Christine Albanel","Parti Socialiste",2.85769398383974e-05
"2009-04-09","Christine Albanel","Serge Lagauche",0.00033101621979477
"2009-04-09","Christine Albanel","UMP",5.04085613900663e-06
"2009-04-09","Christine Albanel","Verts",3.00923836177064e-05
"2009-04-09","Nouveau Centre","Parti Socialiste",0.000350938761186173
"2009-04-09","Nouveau Centre","Serge Lagauche",0.0040650406504065
"2009-04-09","Nouveau Centre","UMP",6.19041723412156e-05
"2009-04-09","Nouveau Centre","Verts",0.000369549150036955
"2009-04-09","Parti Socialiste","Serge Lagauche",0.00119904076738609
"2009-04-09","Parti Socialiste","UMP",1.82595040718694e-05
"2009-04-09","Parti Socialiste","Verts",0.000109003706126008
"2009-04-09","Serge Lagauche","UMP",0.00021150592216582
"2009-04-09","Serge Lagauche","Verts",0.00126262626262626
"2009-04-09","UMP","Verts",1.92278111059836e-05
"2009-04-09","Christian Paul","Christine Albanel",2.13558851480497e-05
"2009-04-09","Christian Paul","CMP",0.000128008192524322
"2009-04-09","Christian Paul","Jean Dionis du Séjour",0.000193742129226
"2009-04-09","Christian Paul","Jean-Pierre Brard",0.000170677590032429
"2009-04-09","Christian Paul","LQDN",3.83340041784065e-05
"2009-04-09","Christian Paul","Martine Billard",0.000134408602150538
"2009-04-09","Christian Paul","Nouveau Centre",0.000262260687123
"2009-04-09","Christian Paul","Patrick Bloche",5.19453534881306e-05
"2009-04-09","Christian Paul","Roger Karoutchi",0.000565930956423317
"2009-04-09","Christian Paul","UMP",1.36455433655368e-05
"2009-04-09","Christian Paul","Verts",8.14597588791138e-05
"2009-04-09","Christine Albanel","CMP",4.72880313992528e-05
"2009-04-09","Christine Albanel","Jean Dionis du Séjour",7.15710745502205e-05
"2009-04-09","Christine Albanel","Jean-Pierre Brard",6.30507085323373e-05
"2009-04-09","Christine Albanel","LQDN",1.41611217024501e-05
"2009-04-09","Christine Albanel","Martine Billard",4.96524329692155e-05
"2009-04-09","Christine Albanel","Nouveau Centre",9.68827960374936e-05
"2009-04-09","Christine Albanel","Patrick Bloche",1.91893460750591e-05
"2009-04-09","Christine Albanel","Roger Karoutchi",0.000209062875659855
"2009-04-09","Christine Albanel","UMP",5.04085613900663e-06
"2009-04-09","Christine Albanel","Verts",3.00923836177064e-05
"2009-04-09","CMP","Jean Dionis du Séjour",0.000429000429000428
"2009-04-09","CMP","Jean-Pierre Brard",0.000377928949357521
"2009-04-09","CMP","LQDN",8.48824378236143e-05
"2009-04-09","CMP","Martine Billard",0.000297619047619048
"2009-04-09","CMP","Nouveau Centre",0.000580720092915214
"2009-04-09","CMP","Patrick Bloche",0.000115021854152289
"2009-04-09","CMP","Roger Karoutchi",0.0012531328320802
"2009-04-09","CMP","UMP",3.02151317379743e-05
"2009-04-09","CMP","Verts",0.00018037518037518
"2009-04-09","Jean Dionis du Séjour","Jean-Pierre Brard",0.000572000572000572
"2009-04-09","Jean Dionis du Séjour","LQDN",0.000128470716706011
"2009-04-09","Jean Dionis du Séjour","Martine Billard",0.00045045045045045
"2009-04-09","Jean Dionis du Séjour","Nouveau Centre",0.000878927708195999
"2009-04-09","Jean Dionis du Séjour","Patrick Bloche",0.00017408713060887
"2009-04-09","Jean Dionis du Séjour","Roger Karoutchi",0.00189663347558084
"2009-04-09","Jean Dionis du Séjour","UMP",4.57310101980151e-05
"2009-04-09","Jean Dionis du Séjour","Verts",0.000273000273000273
"2009-04-09","Jean-Pierre Brard","LQDN",0.000113176583764819
"2009-04-09","Jean-Pierre Brard","Martine Billard",0.000396825396825398
"2009-04-09","Jean-Pierre Brard","Nouveau Centre",0.000774293457220287
"2009-04-09","Jean-Pierre Brard","Patrick Bloche",0.000153362472203052
"2009-04-09","Jean-Pierre Brard","Roger Karoutchi",0.00167084377610694
"2009-04-09","Jean-Pierre Brard","UMP",4.02868423172991e-05
"2009-04-09","Jean-Pierre Brard","Verts",0.000240500240500241
"2009-04-09","LQDN","Martine Billard",8.9126559714795e-05
"2009-04-09","LQDN","Nouveau Centre",0.000173905482370332
"2009-04-09","LQDN","Patrick Bloche",3.44450472327711e-05
"2009-04-09","LQDN","Roger Karoutchi",0.000375269725114926
"2009-04-09","LQDN","UMP",9.04838169693348e-06
"2009-04-09","LQDN","Verts",5.40160967968455e-05
"2009-04-09","Martine Billard","Nouveau Centre",0.000609756097560975
"2009-04-09","Martine Billard","Patrick Bloche",0.000120772946859904
"2009-04-09","Martine Billard","Roger Karoutchi",0.00131578947368421
"2009-04-09","Martine Billard","UMP",3.1725888324873e-05
"2009-04-09","Martine Billard","Verts",0.00018939393939394
"2009-04-09","Nouveau Centre","Patrick Bloche",0.000235654530458348
"2009-04-09","Nouveau Centre","Roger Karoutchi",0.00256739409499358
"2009-04-09","Nouveau Centre","UMP",6.19041723412156e-05
"2009-04-09","Nouveau Centre","Verts",0.000369549150036955
"2009-04-09","Patrick Bloche","Roger Karoutchi",0.000508517670989067
"2009-04-09","Patrick Bloche","UMP",1.2261212879178e-05
"2009-04-09","Patrick Bloche","Verts",7.31957253696385e-05
"2009-04-09","Roger Karoutchi","UMP",0.000133582687683676
"2009-04-09","Roger Karoutchi","Verts",0.000797448165869219
"2009-04-09","UMP","Verts",1.92278111059836e-05
"2009-04-09","Christian Paul","Christine Albanel",2.13558851480497e-05
"2009-04-09","Christian Paul","CMP",0.000256016385048643
"2009-04-09","Christian Paul","Gouvernement",8.60215053763442e-05
"2009-04-09","Christian Paul","Guy Bono",7.84867749784162e-05
"2009-04-09","Christian Paul","Jean-François Copé",0.000152520399603447
"2009-04-09","Christian Paul","Martine Billard",0.000268817204301076
"2009-04-09","Christian Paul","Nicolas Sarkozy",1.62919517758228e-05
"2009-04-09","Christian Paul","Roger Karoutchi",0.000565930956423317
"2009-04-09","Christian Paul","UMP",1.36455433655368e-05
"2009-04-09","Christian Paul","Verts",8.14597588791138e-05
"2009-04-09","Christine Albanel","CMP",9.45760627985057e-05
"2009-04-09","Christine Albanel","Gouvernement",3.17775571002979e-05
"2009-04-09","Christine Albanel","Guy Bono",2.89941214418777e-05
"2009-04-09","Christine Albanel","Jean-François Copé",5.63431863480461e-05
"2009-04-09","Christine Albanel","Martine Billard",9.9304865938431e-05
"2009-04-09","Christine Albanel","Nicolas Sarkozy",6.01847672354129e-06
"2009-04-09","Christine Albanel","Roger Karoutchi",0.000209062875659855
"2009-04-09","Christine Albanel","UMP",5.04085613900663e-06
"2009-04-09","Christine Albanel","Verts",3.00923836177064e-05
"2009-04-09","CMP","Gouvernement",0.000380952380952381
"2009-04-09","CMP","Guy Bono",0.000347584289190128
"2009-04-09","CMP","Jean-François Copé",0.000675447483958124
"2009-04-09","CMP","Martine Billard",0.00119047619047619
"2009-04-09","CMP","Nicolas Sarkozy",7.21500721500724e-05
"2009-04-09","CMP","Roger Karoutchi",0.0025062656641604
"2009-04-09","CMP","UMP",6.04302634759486e-05
"2009-04-09","CMP","Verts",0.000360750360750361
"2009-04-09","Gouvernement","Guy Bono",0.000116788321167883
"2009-04-09","Gouvernement","Jean-François Copé",0.00022695035460993
"2009-04-09","Gouvernement","Martine Billard",4e-04
"2009-04-09","Gouvernement","Nicolas Sarkozy",2.42424242424243e-05
"2009-04-09","Gouvernement","Roger Karoutchi",0.000842105263157894
"2009-04-09","Gouvernement","UMP",2.03045685279187e-05
"2009-04-09","Gouvernement","Verts",0.000121212121212121
"2009-04-09","Guy Bono","Jean-François Copé",0.000207071491432417
"2009-04-09","Guy Bono","Martine Billard",0.000364963503649635
"2009-04-09","Guy Bono","Nicolas Sarkozy",2.21190002211901e-05
"2009-04-09","Guy Bono","Roger Karoutchi",0.000768344218209757
"2009-04-09","Guy Bono","UMP",1.85260661751083e-05
"2009-04-09","Guy Bono","Verts",0.00011059500110595
"2009-04-09","Jean-François Copé","Martine Billard",0.00070921985815603
"2009-04-09","Jean-François Copé","Nicolas Sarkozy",4.29830217064262e-05
"2009-04-09","Jean-François Copé","Roger Karoutchi",0.00149309443822322
"2009-04-09","Jean-François Copé","UMP",3.60010080282248e-05
"2009-04-09","Jean-François Copé","Verts",0.00021491510853213
"2009-04-09","Martine Billard","Nicolas Sarkozy",7.5757575757576e-05
"2009-04-09","Martine Billard","Roger Karoutchi",0.00263157894736842
"2009-04-09","Martine Billard","UMP",6.3451776649746e-05
"2009-04-09","Martine Billard","Verts",0.000378787878787879
"2009-04-09","Nicolas Sarkozy","Roger Karoutchi",0.000159489633173844
"2009-04-09","Nicolas Sarkozy","UMP",3.84556222119674e-06
"2009-04-09","Nicolas Sarkozy","Verts",2.29568411386594e-05
"2009-04-09","Roger Karoutchi","UMP",0.000133582687683676
"2009-04-09","Roger Karoutchi","Verts",0.000797448165869219
"2009-04-09","UMP","Verts",1.92278111059836e-05
"2009-04-09","François Fillon","Nicolas Sarkozy",4.92732200049274e-05
"2009-04-09","François Fillon","Roger Karoutchi",0.00171159606332905
"2009-04-09","François Fillon","UMP",4.1269448227477e-05
"2009-04-09","Nicolas Sarkozy","Roger Karoutchi",0.000159489633173844
"2009-04-09","Nicolas Sarkozy","UMP",3.84556222119674e-06
"2009-04-09","Roger Karoutchi","UMP",0.000133582687683676
"2009-04-09","CMP","François Fillon",0.000387146728610143
"2009-04-09","CMP","Jean-François Copé",0.000337723741979062
"2009-04-09","CMP","Jean-Marc Ayrault",0.00032840722495895
"2009-04-09","CMP","Martine Billard",0.000297619047619048
"2009-04-09","CMP","Nicolas Sarkozy",3.60750360750362e-05
"2009-04-09","CMP","Parti Socialiste",0.000171291538198013
"2009-04-09","CMP","Patrick Bloche",0.000115021854152289
"2009-04-09","CMP","Roger Karoutchi",0.0012531328320802
"2009-04-09","CMP","UMP",3.02151317379743e-05
"2009-04-09","CMP","UPFI",0.000595238095238095
"2009-04-09","François Fillon","Jean-François Copé",0.000461281208556767
"2009-04-09","François Fillon","Jean-Marc Ayrault",0.000448556209700029
"2009-04-09","François Fillon","Martine Billard",0.00040650406504065
"2009-04-09","François Fillon","Nicolas Sarkozy",4.92732200049274e-05
"2009-04-09","François Fillon","Parti Socialiste",0.000233959174124115
"2009-04-09","François Fillon","Patrick Bloche",0.000157103020305565
"2009-04-09","François Fillon","Roger Karoutchi",0.00171159606332905
"2009-04-09","François Fillon","UMP",4.1269448227477e-05
"2009-04-09","François Fillon","UPFI",0.0008130081300813
"2009-04-09","Jean-François Copé","Jean-Marc Ayrault",0.000391293714844707
"2009-04-09","Jean-François Copé","Martine Billard",0.000354609929078015
"2009-04-09","Jean-François Copé","Nicolas Sarkozy",4.29830217064262e-05
"2009-04-09","Jean-François Copé","Parti Socialiste",0.000204092045512527
"2009-04-09","Jean-François Copé","Patrick Bloche",0.000137047315585706
"2009-04-09","Jean-François Copé","Roger Karoutchi",0.00149309443822322
"2009-04-09","Jean-François Copé","UMP",3.60010080282248e-05
"2009-04-09","Jean-François Copé","UPFI",0.00070921985815603
"2009-04-09","Jean-Marc Ayrault","Martine Billard",0.000344827586206898
"2009-04-09","Jean-Marc Ayrault","Nicolas Sarkozy",4.17972831765938e-05
"2009-04-09","Jean-Marc Ayrault","Parti Socialiste",0.000198461920119078
"2009-04-09","Jean-Marc Ayrault","Patrick Bloche",0.000133266699983342
"2009-04-09","Jean-Marc Ayrault","Roger Karoutchi",0.0014519056261343
"2009-04-09","Jean-Marc Ayrault","UMP",3.50078767722738e-05
"2009-04-09","Jean-Marc Ayrault","UPFI",0.000689655172413795
"2009-04-09","Martine Billard","Nicolas Sarkozy",3.7878787878788e-05
"2009-04-09","Martine Billard","Parti Socialiste",0.000179856115107914
"2009-04-09","Martine Billard","Patrick Bloche",0.000120772946859904
"2009-04-09","Martine Billard","Roger Karoutchi",0.00131578947368421
"2009-04-09","Martine Billard","UMP",3.1725888324873e-05
"2009-04-09","Martine Billard","UPFI",0.000625
"2009-04-09","Nicolas Sarkozy","Parti Socialiste",2.18007412252017e-05
"2009-04-09","Nicolas Sarkozy","Patrick Bloche",1.46391450739277e-05
"2009-04-09","Nicolas Sarkozy","Roger Karoutchi",0.000159489633173844
"2009-04-09","Nicolas Sarkozy","UMP",3.84556222119674e-06
"2009-04-09","Nicolas Sarkozy","UPFI",7.5757575757576e-05
"2009-04-09","Parti Socialiste","Patrick Bloche",6.95096097035416e-05
"2009-04-09","Parti Socialiste","Roger Karoutchi",0.000757288905717531
"2009-04-09","Parti Socialiste","UMP",1.82595040718694e-05
"2009-04-09","Parti Socialiste","UPFI",0.000359712230215828
"2009-04-09","Patrick Bloche","Roger Karoutchi",0.000508517670989067
"2009-04-09","Patrick Bloche","UMP",1.2261212879178e-05
"2009-04-09","Patrick Bloche","UPFI",0.000241545893719807
"2009-04-09","Roger Karoutchi","UMP",0.000133582687683676
"2009-04-09","Roger Karoutchi","UPFI",0.00263157894736842
"2009-04-09","UMP","UPFI",6.3451776649746e-05
"2009-04-09","ALPA","Christine Albanel",4.03951997037684e-05
"2009-04-09","Parti Socialiste","SACEM",4.33388229175695e-05
"2009-04-09","Christine Albanel","Frédéric Lefebvre",3.87531184149975e-05
"2009-04-09","Christine Albanel","Jean-François Copé",5.63431863480461e-05
"2009-04-09","Christine Albanel","Mission Olivennes",1.10646090182096e-05
"2009-04-09","Christine Albanel","Muriel Marland-Militello",7.56608502388044e-05
"2009-04-09","Christine Albanel","Nicolas Sarkozy",6.01847672354129e-06
"2009-04-09","Christine Albanel","Parti Socialiste",2.85769398383974e-05
"2009-04-09","Christine Albanel","Patrick Bloche",1.91893460750591e-05
"2009-04-09","Christine Albanel","UMP",5.04085613900663e-06
"2009-04-09","Frédéric Lefebvre","Jean-François Copé",0.00027676872513406
"2009-04-09","Frédéric Lefebvre","Mission Olivennes",5.43515184455465e-05
"2009-04-09","Frédéric Lefebvre","Muriel Marland-Militello",0.000371660859465737
"2009-04-09","Frédéric Lefebvre","Nicolas Sarkozy",2.95639320029565e-05
"2009-04-09","Frédéric Lefebvre","Parti Socialiste",0.000140375504474469
"2009-04-09","Frédéric Lefebvre","Patrick Bloche",9.42618121833393e-05
"2009-04-09","Frédéric Lefebvre","UMP",2.47616689364862e-05
"2009-04-09","Jean-François Copé","Mission Olivennes",7.90217112151565e-05
"2009-04-09","Jean-François Copé","Muriel Marland-Militello",0.000540357987166498
"2009-04-09","Jean-François Copé","Nicolas Sarkozy",4.29830217064262e-05
"2009-04-09","Jean-François Copé","Parti Socialiste",0.000204092045512527
"2009-04-09","Jean-François Copé","Patrick Bloche",0.000137047315585706
"2009-04-09","Jean-François Copé","UMP",3.60010080282248e-05
"2009-04-09","Mission Olivennes","Muriel Marland-Militello",0.000106114869346067
"2009-04-09","Mission Olivennes","Nicolas Sarkozy",8.44095551616445e-06
"2009-04-09","Mission Olivennes","Parti Socialiste",4.00793571271117e-05
"2009-04-09","Mission Olivennes","Patrick Bloche",2.69131915008141e-05
"2009-04-09","Mission Olivennes","UMP",7.06983583841181e-06
"2009-04-09","Muriel Marland-Militello","Nicolas Sarkozy",5.77200577200578e-05
"2009-04-09","Muriel Marland-Militello","Parti Socialiste",0.00027406646111682
"2009-04-09","Muriel Marland-Militello","Patrick Bloche",0.000184034966643662
"2009-04-09","Muriel Marland-Militello","UMP",4.83442107807587e-05
"2009-04-09","Nicolas Sarkozy","Parti Socialiste",2.18007412252017e-05
"2009-04-09","Nicolas Sarkozy","Patrick Bloche",1.46391450739277e-05
"2009-04-09","Nicolas Sarkozy","UMP",3.84556222119674e-06
